id,summary,prompt_text
13820641,"Chris doesn't know what ""embarquement"" means. Chris can't find a person who speaks English where he is.","Summarize the given dialogue. Keep the summary short.
dialogue: Chris: What does it mean ""embarquement""? Nobody speaks English here
Nancy: boarding, so be careful not to miss this one
Daniel: haha, poor Chris!
Chris: thx
summary: "
13716251,John and Mathew are writing some stupid dialogues.,"Summarize the given dialogue. Keep the summary short.
dialogue: Joseph: What are you guys doing?
John: Writing some stupid dialogs.
Matthew: Same...
summary: "
13829217,"Auntie's birthday is next week. May will ask if she's throwing a party. Karen's parents are going to the seaside for the weekend. May will join her on Friday. They'll have some wine, pizza and Netflix.","Summarize the given dialogue. Keep the summary short.
dialogue: Karen: Is Auntie's birthday this week or next?
May: next
Karen: Phew!
Karen: My parents were getting nervous that they didn't buy her anything and may not make it this week
May: Hm... I haven't heard that she'll throw a party or anything
May: I'll ask her though
Karen: If you may that'd be amazing. You know my parents, they need to know everything in advance
May: Ok, no problem. Are you going away this week?
Karen: They're probably going to the seaside for the weekend. I'm staying
May: Oh, so maybe I could join you?
Karen: Yeah, why not, bring wine, we could order some pizza
May: Cool. I was supposed to go out with my friends but they went down with a cold
May: Should I bring anything else?
Karen: No, I think we're pretty much set with netflix
May: when are your parents coming back?
Karen: Sunday, I think
May: Ok, can I come over on Saturday?
Karen: Sure, you can come even on Friday. They're leaving straight after work
summary: "
13864995,Kate is in the seminar room 1. She is checking if the university laptop works.,"Summarize the given dialogue. Keep the summary short.
dialogue: Lia: are you in the seminar room 1?
Kate: yes, we're checking if a laptop works
Lia: what laptop?
Kate: the university laptop
Michael: the one that is connected to the projector
Lia: can't you use your laptop?
Kate: no, I can't
Lia: why? the uni laptops are tractors
Kate: it's a new MacBook Air, doesn't even have an usb port
Lia: shit!
Kate: exactly, not compatible at all
Lia: so how is it going?
Kate: as you said - a tractor :(
summary: "
13812591,Lisa felt bad. She didn't come to school. The professor gave the homework. Now Lisa is feeling good.,"Summarize the given dialogue. Keep the summary short.
dialogue: Lisa: Hey there?
Steve: yea?
Lisa: Did professor give the homework?
Steve: Yeah he did, why didnt you come today?
Lisa: I was not feeling well
Steve: How are you feeling now?
Lisa: fine
summary: "
13730554,Paige and Walter will go for drinks on Saturday.,"Summarize the given dialogue. Keep the summary short.
dialogue: Walter: hi Monica
Paige: hey
Walter: so, drinks on saturday, bill on me
Paige: Hope it wont be a lot for the taking
Walter: i promise it won't
Paige: see you then
summary: "
13821000,Eve and Leslie are waiting for Tom with the dinner. He'll be home in about an hour.,"Summarize the given dialogue. Keep the summary short.
dialogue: Eve: When will you be home?
Tom: an hour tops
Leslie: we're waiting with the dinner
Tom: I'm doing my best
summary: "
13814782,Jenny gives James a couple pin points about his CV and applying for Junior Project Manager at Netflix. She speaks highly of the atmosphere and her employer.,"Summarize the given dialogue. Keep the summary short.
dialogue: Jenny: Hello James, Molly told me that you are interested in applying for a job at Netflix :)
James: Hi Jenny! Good to hear from you. Yes, yes, I do. When I've heard that Molly has a friend who works there, I thought it may be a good idea to connect!
Jenny: It sure is. What would you like to know?
James: I'm interested in applying for Junior Project Manager position and I wonder what my chances are.
Jenny: Ok, may you send me your CV? It may be easier that way :)
James: Of course, thanks!
James: <file_other>
Jenny: Hm, ok. First of all, I'd change the format and the layout. I think it's better to send your CV in pdf rather than doc.
James: Ok
Jenny: As for the layout, you have some cool experience and I think the way its presented doesn't give you justice. Netflix is an entertainment company so maybe make it more entertaining? ;) You can use different colours, graphs, make it more visual, not only informative.
James: Cool, never thought about it!
Jenny: It seems like you are a down-to-earth guy which is probably good for a project manager, but at Netflix we highly value the creative side of people :)
James: Thank you so much Jenny! Will work on it.
Jenny: <file_other>
Jenny: Here you'll find some cool templates you can get your inspiration from.
James: Thanks! I was also wondering about the atmosphere at the office. To put it bluntly, do you like your job? :)
Jenny: Oh yes! A lot! Keep in mind that I'm in the marketing team, so slightly different story.
Jenny: But yeah, I think it's a cool place to work at. My team is absolutely brilliant, people are motivated, inspiring, so I really couldn't ask for more.
James: Do you know then anyone from the business team? It almost sounds to good to be true :)
Jenny: I know a few, they're a nice bunch as well :) There are some ups and downs as everywhere, some things that could be improved, so it's not perfect, but still good.
Jenny: Also, don't forget it IS a corporation and a big one on top of that :D
James: Yeah, that's why I'm so curious about the atmosphere, etc. I've only worked in small companies.
Jenny: So what made you change your mind?
James: I think it's time to try something different :)
Jenny: It definitely is! I think if you have an open mind, like to learn and work under pressure, you may like it. Fingers crossed!
James: Thanks! May I have a couple of more questions?
Jenny: No problem, happy to help!
summary: "
13730213,Cora left her phone at Darcy's place. ,"Summarize the given dialogue. Keep the summary short.
dialogue: Cora: Have you seen my phone? Can't find it.
Darcy: What are you messaging me from?
Cora: Tablet. I'm serious. Can't find it anywhere.
Darcy: I'll give you a bell and we'll see.
Cora: Good idea.
Darcy: Ringing.
Cora: Can't hear it.
Darcy: Move around. Maybe it's in the other room.
Cora: brb
Darcy: Still ringing. W8. I hear something.
Cora: Do you have it?
Darcy: Yeah, you left it at my place.
summary: "
13716372,"Jason had seen ""Black Panther"" and thinks it was good. Ben is not interested in action films but loves ""One Flew Over the Cuckoo's Nest"". Andre likes the movie too. Jason hasn't seen it, but has heard it was depressing.   ","Summarize the given dialogue. Keep the summary short.
dialogue: Ben: Well, did you guys see „Black Panther” at the cinema? 
Jason: Yes, I thought it was really good indeed. Some people had warned me that the plot is really far-fetched, but I don’t think about it that way. What about you?
Ben: No, I’m afraid I wasn’t interested in the least. I find these action films utterly unbelievable and over the top. Give me One Flew Over the Cuckoo's Nest‘. I could watch that movie over and over again.
Andre: Haven’t seen the panther, but totally agree on the Cucckoo’s Nest
Jason: I haven’t seen it, but I think it’s quite depressing, isn’t it? 
Ben: But it really makes you think, you know. In the films I prefer emotions to action-packed scenes. But it’s a real classic, you should undoubtedly watch it. 
summary: "
13727899,Rose got her period so she cannot swim. Gina shared with Rose her period playlist on Spotify.,"Summarize the given dialogue. Keep the summary short.
dialogue: Gina: You & me swimming pool today?
Rose: Sorry, babe, got my period :( I’m dying…
Gina: :(
Gina: Do you need anything? Soup? Tea? Blanket? Good company?
Rose: <3 Thank you but I’d rather die alone :D
Gina: How about a period playlist on Spotify?
Rose: Are you kiddin me? You have one? Gimme!
Gina: <other_file>
Rose: This is perfect! All Ed Sheeran songs hahahah Luv ya!
summary: "
13729538,Ted and Tom plan an oyster party at Rendez vous on Saturday at 8:30. Sarah and Jules comes too.,"Summarize the given dialogue. Keep the summary short.
dialogue: Ted: Hi Tom, saturday, oysters party at the Rendez vous. Send a sms to Emy if you want to book a place
Tom: i don't have her sms
Ted: <file_other>
Tom: thanks.
Tom: what are u  ordering as usual? 6, 9, 12 ?
Ted: usually we order 12
Tom: at what time the Rendez vous?
Ted: around 8:30
Tom: better if we are all together. We book for oysters but what about being seating together?
Ted: dont forget to tell "" with Tom"" when you book
Tom: i'd like to come, but Susie doesn't like oysters... to bad
Ted: for thus who doesn't like oysters, there is spanish ham, and french cheese.
Tom: great!!
Ted: Hi tom, i have a doubt: did you book at the Rendez vous
Tom: yes done yesterday!
Ted: Sarah and Jules are coming too
Tom: such a long time I haven't see them. I'm looking forward to be saturday evening
Ted: Is Susie coming?
Tom: I still don't know, but Emy told me i don't have to book for her.
Ted: you should... and you order an extra 6 for her... we'll share her part.... lol
Tom: good idea. I'm so found of oysters
Ted: usually there is more than one such party during the season
Tom: i love winter!
summary: "
13717010,Mary is looking for someone who does good make ups. Alex recommends someone who works at some commercial stuff. Kate recommends her sister. Mary will call both of them.,"Summarize the given dialogue. Keep the summary short.
dialogue: Mary: Girls, you know anyone who does nice make ups?
Alex: I might, but she's pretty busy
Mary: how busy?
Alex: I think she does some commercial stuff now, on sets and etc
Mary: No harm in giving her a call
Kate: I know a girl, my sis is pretty good, and cheap
Mary: Great! I'll call her too
summary: "
13727793,The mosque is behind the old cafeteria.,"Summarize the given dialogue. Keep the summary short.
dialogue: Mohamed: hey do you know where the mosque is around the campus
Ismail: yeah its behind the old cafeteria
Mohamed: oh that, yeahh
Mohamed: thanks
Ismail: (Y)
summary: "
13730932,Steve is at a boring lecture. Steve accidentally played a video with sound. Steve didn't get caught. Steve is paying for the lecture. ,"Summarize the given dialogue. Keep the summary short.
dialogue: Steve: This lecture's so boring I managed to go through all 9gag images reaching yesterdays'
Steve: But I had moment of horror when my phone played a video with sound
Martha: Hahaha.
Martha: Have you been caught?
Steve: No. I managed to mute the sound fast enough so lecturer hasn't noticed.
Martha: Good job.
Martha: I'm sure it will look good in your resume.
Steve: Oh give me a break
Steve: this lecture is a joke
Martha: I know you're bored 
Martha: But you're paying for this classes so at least pretend you listen these lectures
Steve: :/ :/ :/
summary: "
13731153,Noah and Abigail are booking a hotel for their holiday in Wroclaw. They choose one closer to the conference center.,"Summarize the given dialogue. Keep the summary short.
dialogue: Noah: Abigail, I've checked the hotels and private houses in Wrocław.
Noah: Check these out and tell me which one you prefer.
Noah: <file_other>
Abigail: O, great. I almost forgot about it!
Abigail: Hm, Krzyki residence looks really good, but it's quite expensive.
Noah: Exactly.
Noah: But we're not travelling very often, so we can chose sth special :) 
Abigail: :)
Abigail: you're a sweety :)
Abigail: I was only wondering, cos we won't spend much time in the room, with our schedule..
Abigail: So it really doesn;t have to be something elaborated. 
Abigail: And maybe we could chose sth more special for holidays?
Abigail: What do you think?
Noah: You're right. 
Noah: So from the other two places, which one do you prefer.
Abigail: The one that is closer to the conference centre. 
Noah: Thought so.
Noah: Okey, I'm making reservation.
Abigail: Great, thank you Honey! 
summary: "
13682209,Joe and Kendra agree that it was a good idea not to invite Myra to the party.,"Summarize the given dialogue. Keep the summary short.
dialogue: Joe: Is Myra invited to the party?
Kendra: No, I didn't want her around.
Joe: Great. I've had too much of her recently.
Kendra: Everybody's had I think.
summary: "
13728805-1,Anna will sort the bathroom out on Jack's request. Jack will sort the payment out with Gemma. Anna wants chrome trims and grey grout. Anna will leave the key for Jack tomorrow.,"Summarize the given dialogue. Keep the summary short.
dialogue: Anna: Hi jack, what kind of prep would you need from us? 
Jack: Hi Anna, just clear any stuff out of your bathroom and I'll take it from there. 
Anna: Cool I'll sort that.
Jack: Also did you decide on the colour of the spotlights ? White chrome or brushed steel ?
Anna: We would like the chrome spotlights please. Cheers
Anna: I was also wondering if everything went ok with the delivery? 
Jack: Hi , yes all was fine, still the vanity units and basin to come out. 
Anna: Haven't heard from Gemma yet about payment, have you?
Jack: Think Gemma will call tomorrow to sort payment. Will get chrome.
Jack: Any ideas what you'd want with the window sills?
Anna: urgh, any tips?
Jack: Granite kitchen surfaces, marble bathroom tiles, Exeter - Avon Marble <file_other>  165mm x x570mm   160mm x 570mm
Jack: <file_other>
Jack: <file_photo>
Anna: thanks, I'll have a think
Jack: Just checking what colour grout you wanted ? I'd suggest a light grey but you can get any colour you want - white; dark grey ; black; pink etc.
Jack: and did you say chrome or white trims?
Anna: chrome trims and grey grout please!
Jack: Cool see you tomorrow
Jack: I'll be coming after school run, are you in?
Anna: no, I'll leave you a key
Jack: Thanks
Anna: see you tomorrow!
summary: "
13864971,MirDom is the DJ tonight. Tonight at the Stables it's electro swing night.,"Summarize the given dialogue. Keep the summary short.
dialogue: Nate: who's the dj tonight?
Victor: MirDom
Victor: Whoever he is
Nate: is he any good?
Susan: <file_video>
Susan: <file_other>
Susan: He was in the Ministry of Sound last week, sounds cool
Nate: Hm... a bit too electro
Victor: what did you expect? :D
Nate: I was looking for something more vintage
Susan: So maybe the Stables?
Nate: What's on there?
Susan: It's electro swing night
Susan: <file_other>
Victor: weird, but cool, reminds of BioShock
Nate: yeah! please let's go there
summary: "
13811949,Natalie is sending Brian the samples of what they do and they'll talk tomorrow. ,"Summarize the given dialogue. Keep the summary short.
dialogue: Natalie: ciao!
Natalie: so here are the samples of what we do
Natalie: commercial1  <file_other>
Natalie: commercial2 <file_other>
Brian: nice :D
Natalie: thx, and more artistic stuff
Natalie: <file_other>, <file_other>
Brian: I'm a bit busy now.. can we talk 2morrow?
Natalie: sure!
summary: "
13682178,Steve and Anna are going to have dinner tonight. Steve will pick up Anna at 9 p.m. from the dance school after her salsa class.,"Summarize the given dialogue. Keep the summary short.
dialogue: Steve: hey, any plans for tonight?
Anna: not really. what's on your mind?
Steve: wanna go grab a dinner?
Anna: sure! but I've got my salsa lesson until 8pm
Steve: no problem, let's make it a late dinner. How about 9-ish?
Anna: alright. can you pick me up from the dance school?
Steve: okay. I'll pick you up with my limo
Anna: haha so funny
Steve: jk ;) see you at 9
Anna: c u!
summary: "
13829988,Susan got home safely. ,"Summarize the given dialogue. Keep the summary short.
dialogue: Ritie: Got home alright? Call me back pls.
Susan: Took longer than usual as streets were impassable at places. Too late to phone.
Ritie: OK. Sleep tight.
Susan: You too.
summary: "
13728864,Kerry wants to fly 20 minutes on motorglider. Bill aims for 1 hour flights maximum.,"Summarize the given dialogue. Keep the summary short.
dialogue: Bill: Ok, but 30 minutes, is probably shorter than what you plan to fly. Practice the mission, fly what you practice!
Kerry: 20 minute duration is what I am aiming for.
Bill: Ah. Like my evening ""quick fix "" flights. From 15-30 minutes. Depends on conditions of course. My plan is for max 1 hour flights.
Kerry: Exactly, purely a pleasure craft. With the current state of batteries it will be hard to have much more duration and still meet the ""5 gallons of fuel"" ultralight limit. 
Kerry: Even without that limit, adding more range makes the problem exponentially harder. 1 hour can be done but it won't be easy.
Bill: That's where using a ""motor floater"" design is superior. Get up there, turn it off and seek thermals. Just use it to go thermal to thermal. Or get back to the runway.
Kerry: Ah yes, completely agree. 
Kerry: A self launch motorglider is a real good option. It also helps get around the 30 minute min fuel reserve requirement.
summary: "
13821559,Tristan is going for a cruise around Hawaii with his parents in the summer. He will cruise also around Kamchatka and Alaska area. ,"Summarize the given dialogue. Keep the summary short.
dialogue: Tristan: I decided to go on a cruise with my parents
Alan: Wow 😮
Alan: Where you guys heading off? 
Tristan: Cruise around Hawaii
Tristan: And we will be around Russian area too 
Martin: Wow! Bering Strait!? 
Tristan: Exaclty!
Martin: I am just
Martin: so jealous bro omg! 
Alan: Wow 😮😮
Tristan: I've always wanted to visit the Russian Kamchatka and Alaska area
Tristan: We wont stop in Russia though 
Tristan: a visa is needed
Tristan: We'll just cruise around there
Alan: Wow wow 
Eva: You going this summer? 
Tristan: Yes
Eva: That's the best time to go 
Tristan: I know, it wont be too hot but wont be cold either
Martin: Sounds splendid! 
summary: "
13611897,"Pete met Sam at Joy's and now wants to have dinner with her. Sam doesn't like Indian food but fancies Italian. Sam will see Pete on Friday at 8 at Trattoria d'Andrea,  Birmingham Street. ","Summarize the given dialogue. Keep the summary short.
dialogue: Pete: Hi Sam, It's Peter, we met on Saturday, at Joy's. 
Sam: Oh, hi Peter, nice to hear from you. What's up?
Pete: I was wondering if you had time on Friday... Would you like to have dinner with me on Friday?
Sam: Sounds great. What did you have in mind?
Pete: There's this nice little Indian at the Main sq. It's quiet, we could talk. And the food's great.
Sam: To be honest I'm not that crazy about Indian. Could we do something less exotic?
Pete: Sure. There this Italian place at Birmingham street. Trattoria d'Andrea. How about there?
Sam: Great, I know the place I live just around the corner. I'll meet you there!
Pete: Cool, at 8?
Sam: Sounds good. I'll see you on Friday at 8 then!
Pete: Fantastic, can't wait! See you there!
summary: "
13728720,Natalie had a bad day because she lost her wallet and all her cards.,"Summarize the given dialogue. Keep the summary short.
dialogue: Natalie: Hello :) Are u there?
Mike: Hi my princess :*
Mike: How is ur day?
Natalie: Terribly.
Natalie: I lost my wallet and all my cards ;(
Mike: Oh… I'm so sorry. 
Natalie: How did this happen?
summary: "
13829432,"Nora is coming to Barbara's birthday party tonight. Monica would like to stay at home, but she will pop up there for an hour too. Nora will bring Monica her book.","Summarize the given dialogue. Keep the summary short.
dialogue: Monica: Are you coming tonight?
Nora: To Barbara?
Monica: yes
Nora: yes, I think so.
Nora: And you?
Monica: I don't know. I'd rather stay at home.
Nora: So why don't you?
Monica: I told her I'd come.
Nora: You can always change your mind.
Monica: yeah, but I don't want to upset her and she did come to my birthday oarty last year, so I feel I have to go.
Nora: I think you should do what you feel, but I get your point.
Nora: Maybe just pop up for an hour or so and go back home? 
Monica: That's probably what I'm gonna do. 
Nora: Good :) See you at Barbara's then.
Monica: yep, see u 
Monica: Oh, I forgot!
Monica: Could you bring me my book? 
Nora: Yes, sure. 
Monica: Thx!
summary: "
13681553,A new female employee has been hired at the Marketing department. Patrick finds her sexually attractive and intends to flirt with her. A rumour has it she is married.,"Summarize the given dialogue. Keep the summary short.
dialogue: Patrick: Hey man! Seen that new chick in the office?
Josh: There's a new chick in the office?!
Patrick: Yeah. She's in marketing.  
Josh: Shit. Not my department. 
Patrick: Your loss, my gain :D 
Josh: Oh, go to hell. She pretty?
Patrick: Pretty? She's breathtaking!
Josh: Srsly?
Patrick: Yup.
Josh: Describe!
Patrick: Blonde, blue eyes, long legs, nice racks. 
Josh: Lucky you!
Patrick: Not so much... 
Josh: Y?
Patrick: Supposedly married. 
Josh: Shame...
Patrick: Still, gonna chat her up. 
Josh: Really?
Patrick: Aha.  
Josh: Go for it!
Patrick: Gonna. Waiting for the right moment. 
Josh: Yeah, right. Chickening out?
Patrick: Not chickening out. Not sure... 
Josh: Of what?
Patrick: When...
Josh: Like... now?
Patrick: Maybe lunchtime?
Josh: Gotta go, boss looking...
Patrick: Will let you know!
Josh: Keep me posted!
summary: "
13814793,Anne can't come to Betty's birthday party because of stomach flu.,"Summarize the given dialogue. Keep the summary short.
dialogue: Anne: Baby I can't go out tonight
Jimmy: whyyyy? :(
Anne: I think it's stomach flu
Jimmy: OMG NOOOOOOOOOOO
Anne: yes
Anne: I'm in pain
Jimmy: poor baby
Anne: :(
Jimmy: Can I do sth for you? Come by and take care of you?
Anne: Ugh, no, it's ugly
Anne: if you know what I mean
Jimmy: <3 I'm very sorry
Jimmy: and so is going to be Betty
Anne: I know wish her happy birthday for me
Jimmy: :* I will
summary: "
13717349,"There is a big storm coming. Students should either stay at home or keep an eye on the weather warnings. Maya will be late, as her taxi hasn’t arrived and she needs to walk. Timothy's flight is cancelled, Leah's flight out of Amsterdam should be on time.","Summarize the given dialogue. Keep the summary short.
dialogue: Addison: Lorcán's school just sent me a text advising no school today... Clearly, I had underestimated this storm!
Timothy: Karen also rang me to see if the Austrian students she's looking after should stay at home. I told her no but to keep an eye on the weather warning in the morning in case it escalates.
Leah: why today 😩😩😩😩
Maya: I will be a bit late. Booked taxi due to the weather and it hasn’t arrived. So I need to walk, sorry.
Seth: Go steady out there. No walking near trees 👍
Timothy: Just got the news my flight is cancelled 😩
Leah: Everything will be just stuck or blowing...
Seth: Frustrating Tim, sorry to hear that. I have been checking Leah's flight out of Amsterdam and they say it should be on time!
Timothy: I literally just got the news for mine.
Maya: Is your flight cancelled?
Timothy: Yes 😩
Leah: Mine is half an hour after the alert... We'll see
Addison: Oh, Tim. I'm so sorry
Leah: Seth, no traffic… no one around… maybe 10 cars in total on the streets! I’ve just heard on the radio that the worst is yet to come!
Seth: Seems like a good time to go then. Thanks Leah!
Leah: Drive carefully!
summary: "
13730754-1,Steve is going out with Andy and Liam tonight. He forgot about his date with Emma. ,"Summarize the given dialogue. Keep the summary short.
dialogue: Emma: <file_photo>
Steve: What's that?
Emma: Our dinner! :)
Steve: Emm, I'm so sorry...
Steve: I'm not gonna make it tonight.
Emma: But I thought we had a date...
Steve: I'm sorry I forgot. I'm going out with Andy and Liam.
Steve: I just don't want to come off as henpecked fiance.
Emma: OKAY! Great! So be a SINGLE MACHO now.
Steve: Don't start this nonsense, Emma.
Emma: You prefer your buddies to me. How am I supposed to feel?
summary: "
13862963,Helen and Walt are going to Carol's birthday party but Kate isn't invited. Kate will be going out with her friend instead.,"Summarize the given dialogue. Keep the summary short.
dialogue: Helen: Do you know if Kate was invited to Carol's birthday party?
Helen: I'm asking you as I find it awkward to ask Carol herself.
Walt: Nope, she won't be there, she wasn't invited.
Walt: Plus her friend is coming over to her, so they'll go out together.
Helen: But we'll maybe meet them somewhere downtown?
Walt: Possibly, possibly. But are we going out at all?
Helen: If the party is lame, I won't stay there for ever...
Walt: Okay, we'll figure it out on the spot.
summary: "
13829301-1,Tamira's outfit for the birthday party is way over the top.,"Summarize the given dialogue. Keep the summary short.
dialogue: Tamira: <file_photo>
Nikole: lol
Nikole: is that for her birthday party?
Tamira: yeah
Nikole: OMG..
Nikole: waaay over the top
Tamira: 🍌
Nikole: hahahaha
Nikole: 🍆
Tamira: these girls have no brains..
Nikole: 🤦
Nikole: I'm totally lost for words..
summary: "
13727766-1,Joan has all the Christmas presents ready. Margaret is seeking advice on what to buy for the family members. Sammy left Hayley with Jojo and got back to his wife. Joan helps her with the baby. Margaret goes with Keith to the outlet place on Friday. Joan is decorating Christmas cake.,"Summarize the given dialogue. Keep the summary short.
dialogue: Joan: Hi dear, how's the Christmas shopping going?
Margaret: Hello love, well I've got a few bits and bobs, but I'm struggling with some people. You finished?
Joan: Oh yes, I start getting things in the January sales! All presents wrapped up by the last week in November.
Margaret: So organised, as ever, dear! Can I pick your brains about presents for your lot?
Joan: Ask away!
Margaret: Well, what about your Hayley and the baby?
Joan: Hayley loves nail varnish and the little one, Jojo is 2 now, so some little cars or trains, wooden railway stuff is nice, we're collecting it now.
Margaret: Thanks, that's great! What about Hayley' s boyfriend, Sammy, isn't it?
Joan: Oh, well, he left her in August, gone back to his wife.
Margaret: Oh, I didn't know, poor Hayley, how's she coping?
Joan: Fine, I help her with Jojo when she's at work or Uni, we manage!
Margaret: I'm so glad! Then there's Darren, Susie and the kids, stuck with them too!
Joan: Oh sis, you have no imagination! Darren and Susie would love some nice wine, cheese and biscuits. The kids, well, Jade loves Smiggle stuff, but it's pricey, maybe some Sharpie pens, pencil case, sketch pads, things like that. As for Quinn, maybe a new messenger bag and some gloves, always losing them, Darren says.
Margaret: Thanks love, some fab ideas. For you, still love Beatles stuff?
Joan: You know I do! Look, I've got so much stuff, you may duplicate what I've already got, maybe a nice silk scarf, something like that.
Margaret: Well, I'd better get shopping then! We're going to the outlet place on Friday, Keith's got the afternoon off work.
Joan: Oh, that sounds nice, I wouldn't mind coming myself!
Margaret: Not this time, love, I'm buying all your presents, after all! Maybe after Christmas would be nice.
Joan: Perhaps you're right! Anyway, got to get on with putting the marzipan on the Christmas cake.
Margaret: Oh yes! I've got to buy one of those too! See you soon dear! Love you!
Joan: Love you too, sis! See you soon, I hope. xx
summary: "
13716301,Josh needs Wednesday afternoon off as it is his nana's birthday. Lindsey has plans. Tori needs Friday evening off so is fine with Wednesday instead.,"Summarize the given dialogue. Keep the summary short.
dialogue: Josh: Hey, is it possible for any you to switch shifts with me next week? I'd gladly be free Wednesday afternoon - it's my nana's birthday and my cousins are planning a little family get-together for her.
Lindsey: I actually have plans for that evening too, sorry.
Tori: What can you offer? ;)
Josh: This week - Friday, Saturday afternoon, Sunday morning.
Tori: Ok, promising. There's this concert I wanted to go to Friday evening, so if you are willing to take my late shift on Friday it's just perfect.
Josh: Awesome!
Tori: And I don't have any plans for Wednesday anyway so it's totally fine for me.
Josh: Great, so it's settled. Thank you so much. :)
Tori: No, thank YOU ;)
summary: "
13829481,Daniel wants to apply for a new job. He is sure he won't get his manager's permission. Karen knows Patricia from HR. She talked to her. Patricia will call Daniel.,"Summarize the given dialogue. Keep the summary short.
dialogue: Daniel: Do you know anyone in HR?
Karen: I kind of do, why?
Daniel: I just saw a new job opening, it was posted in the intranet yesterday and I'd like to apply
Karen: So do it, what's stopping you? :)
Daniel: It's a completely different department.
Karen: So? I don't think it changes anything.
Daniel: In order to apply for an internal transfer, I need to have my manager's permission and my manager... well, he's kind of a dick.
Karen: Are you under Tom Smith?
Daniel: Yup, one and only
Karen: Hm, he can be difficult true, but do you really think he won't let you transfer?
Daniel: I'm more than sure he won't. I'm kind of stuck because of him. That's why I wanted to talk with someone from HR, you know, directly, someone who won't spread the rumour
Karen: I get it. I knew a girl, Patricia, from HR and I think she'll be happy to help.
Daniel: That's great! This is quite a delicate issue. I'd love to change the department, try something different
Karen: Understandable. Let me talk to her first, send me the link to the job you're interested in
Daniel: <file_other>
Karen: Ok, she'll call you :)
Daniel: Thank you!
summary: "
13681689,Patty's boss touched her so Ruby thinks she should call the police.,"Summarize the given dialogue. Keep the summary short.
dialogue: Patty: i hate my boss
Ruby: again?
Ruby: what this time?
Patty: he touched me!
Ruby: like what?
Ruby: shaking hands or...
Patty: definitely NOT JUST SHAKING HANDS
Ruby: call the police
Patty: i cant i need this job
summary: "
13828861,Tina is going to buy the tickets. They are 30 both ways plus 10 for checked luggage for each flight. Tina and Laura are going to leave on 14 Jan and be back on 20 Jan. ,"Summarize the given dialogue. Keep the summary short.
dialogue: Tina: so the tickets are 30 both ways...:D 
Tina: shall I buy them now?
Laura: How long u wanna stay?
Tina: 10 days or sth
Laura: shit, that's too long for me:/ :/
Laura: what if I wanna bb after 5 days? 
Tina: Lemme check the flights..
Tina: looks like there's one on 20 Jan <file_other>
Tina: so???
Laura: 14 - 20 Jan works for me.
Laura: I'm in :D
Tina: kk, I'm gonna buy them now
Tina: u want extra luggage? 
Laura: U mean checked ?
Laura: How much is it?
Tina: 10
Laura: ok, that's a good price
Tina: but wait, we've got a change so we need to pay 10 for each flight
Laura: that's ok with me anyway
Tina: cool, gonna get them now:D 
Laura: awesome <3 
summary: "
13728324,Karen is fed up with the noise outside her apartment. Anthony feels sorry for Karen.,"Summarize the given dialogue. Keep the summary short.
dialogue: Karen: i can't stand the noise outside my apartment
Anthony: what noise?
Karen: there's construction going on
Karen: and the noise starts at 6 am
Karen: it's the worst >:[	
Anthony: i wouldn't like to be in your position
summary: "
13820345,Next Ari album is about to be released. One of the singles is already on Youtube.,"Summarize the given dialogue. Keep the summary short.
dialogue: Eva: Next ari album coming soon!!
Eva: Thank U, Next
Maria: Yeah, I know ;)
Cindy: ooo
Cindy: when?
Eva: Dunno... but one song is already on yt
Cindy: oooook, i'll check that
Eva: <file_other>
Eva: 2:42 my fav part
summary: "
13728999,Olaf sends an embarrassing picture of Patrick even though he promised to delete it. Patrick sends him an embarrassing video in return. They're even.,"Summarize the given dialogue. Keep the summary short.
dialogue: Olaf: Guess who's that
Olaf: <file_photo>
Patrick: You bastard!
Patrick: You promissed you'll delete that fucked up photo hahaha
Olaf: Yeah, but I was drunk
Olaf: So it doesn't count :D
Patrick: You sure? Fine, then look at this
Patrick: <file_video>
Olaf: It's so embarrassing...
Olaf: xD
Olaf: I guess we have a tie!
summary: "
13820483,"Grace, Margaret and Susan are watching a video with an adorable cat. They all love it.","Summarize the given dialogue. Keep the summary short.
dialogue: Grace: girls, watch this
Grace: <file_video>
Margaret: Hahahahah
Susan: omg, he's so funny :D:D
Grace: and another one
Susan: loooool
Susan: cats are so adorable
Margaret: *.*
Susan: i want this cat in my house!!
Margaret: Thats the cutest thing I've ever seeeeeeen <33
Grace: it made my day
Grace: and I felt I have to share it with sb
Margaret: :))
summary: "
13611923,Linda and Charles are getting married tomorrow. They can't wait for the honeymoon. They can't see each other until the wedding.,"Summarize the given dialogue. Keep the summary short.
dialogue: Linda: WE'RE GETTING MARRIED TOMORROW!
Charles: YAY! #gettinghitched
Linda: Can't wait for the honeymoon too ;) 
Charles: Ugh. I know. This abstinence thing was a terrible idea.
Linda: It'll make tomorrow even more special. 
Charles: Yes, but I miss you. Can we really not see each other until the wedding?
Linda: Aw sweetheart, I miss you too! But think about this, we're going to spend the rest of our lives together. What's one more day apart? 
Charles: Okay, fair. I love you.
Linda: I love you too. 
summary: "
