idx,label,prompt_text
4142,1,"Read the passage and answer the question with True or False.
question: can you use both hands to dribble in basketball
passage: Double dribble -- There is an exception to the rule, however, and that is the power dribble. It can only be used once and can only be used after receiving a pass in the lane. The player (usually a center and/or power forward) slams the ball quickly with both hands and retrieves it. This is used to help big men back defenders down and get a strong stance. It usually is used in/near the paint (the lane).
Answer: "
6158,1,"Read the passage and answer the question with True or False.
question: does the united states recognize kosovo as a country
passage: International recognition of Kosovo -- A number of states expressed concern over the unilateral character of Kosovo's declaration, or explicitly announced that they would not recognise an independent Kosovo. The United Nations Security Council (UNSC) remains divided on this issue: of its five members with veto power, three (the United States, the United Kingdom, and France) have recognised the declaration of independence, while the People's Republic of China has expressed concern, urging the continuation of the previous negotiation framework. The Russian Federation has rejected the declaration and considers it illegal. On 15 May 2008, Russia, China, and India released a joint statement calling for new negotiations between Belgrade and Pristina.
Answer: "
7930,1,"Read the passage and answer the question with True or False.
question: is there a fault line in washington state
passage: Seattle Fault -- The Seattle Fault is a zone of multiple shallow east-west thrust faults that cross the Puget Sound Lowland and through Seattle (in the U.S. state of Washington) in the vicinity of Interstate Highway 90. The Seattle Fault was first recognized as a significant seismic hazard in 1992, when a set of reports showed that about 1,100 years ago it was the scene of a major earthquake of about magnitude 7 -- an event that entered Native American oral legend. Extensive research has since shown the Seattle Fault to be part of a regional system of faults.
Answer: "
8218,1,"Read the passage and answer the question with True or False.
question: is a self uniting marriage legal in pa
passage: Self-uniting marriage -- Although most states do not offer self-uniting marriage as an official option, Pennsylvania has recognized such marriages for centuries (due to its Quaker origins and history of religious tolerance) and has offered licenses for these marriages for decades. These marriages only require the signatures of two witnesses in place of an officiant.
Answer: "
8780,0,"Read the passage and answer the question with True or False.
question: did the 49ers win the superbowl in 2012
passage: Super Bowl XLVII -- Super Bowl XLVII was an American football game between the American Football Conference (AFC) champion Baltimore Ravens and the National Football Conference (NFC) champion San Francisco 49ers to decide the National Football League (NFL) champion for the 2012 season. The Ravens defeated the 49ers by the score of 34--31, handing the 49ers their first Super Bowl loss in franchise history. The game was played on Sunday, February 3, 2013 at Mercedes-Benz Superdome in New Orleans, Louisiana. This was the tenth Super Bowl to be played in New Orleans, equaling Miami's record of ten in an individual city.
Answer: "
287,1,"Read the passage and answer the question with True or False.
question: is there such thing as a jack rabbit
passage: Jackalope -- The jackalope is a mythical animal of North American folklore (a fearsome critter) described as a jackrabbit with antelope horns. The word ``jackalope'' is a portmanteau of ``jackrabbit'' and ``antelope'', although the jackrabbit is not a rabbit, and the pronghorn is not an antelope. Many jackalope taxidermy mounts, including the original, are made with deer antlers.
Answer: "
5497,1,"Read the passage and answer the question with True or False.
question: the helmand province of afghanistan is famous for cultivation
passage: Helmand Province -- The Helmand River flows through the mainly desert region of the province, providing water used for irrigation. The Kajaki Dam, which is one of Afghanistan's major reservoirs, is located in the Kajaki district. Helmand is believed to be one of the world's largest opium-producing regions, responsible for around 42% of the world's total production. This is believed to be more than the whole of Burma, which is the second largest producing nation after Afghanistan. The region also produces tobacco, sugar beets, cotton, sesame, wheat, mung beans, maize, nuts, sunflowers, onions, potato, tomato, cauliflower, peanut, apricot, grape, and melon.
Answer: "
8555,0,"Read the passage and answer the question with True or False.
question: is hangar steak the same as flap steak
passage: Hanger steak -- Occasionally seen on menus as a ``bistro steak'', hanger steak is also very traditional in Mexican cuisine, particularly in the north where it is known as arrachera, and is generally marinated, grilled and served with a squeeze of lime juice, guacamole, salsa, scallion and tortillas to roll tacos. In South Texas this cut of beef is known as fajitas arracheras. It is sometimes incorrectly referred to as flap steak or flap meat, which is a distinctly different cut.
Answer: "
8901,1,"Read the passage and answer the question with True or False.
question: can you breed an alpaca with a llama
passage: Alpaca -- The Alpaca (Vicugna pacos) is a species of South American camelid, similar to, and often confused with the llama. However, alpacas are often noticeably smaller than llamas. The two animals are closely related, and can successfully cross-breed. Alpacas and llamas are also closely related to the Vicuña, which is believed to be the alpaca's wild ancestor, and to the Guanaco. There are two breeds of Alpaca: the Suri alpaca (es) and the Huacaya alpaca.
Answer: "
1354,0,"Read the passage and answer the question with True or False.
question: are isle of man pounds legal tender in england
passage: Manx pound -- UK notes and coins (whether from banks in England, Scotland, or Northern Ireland) are generally accepted in the Isle of Man, but Manx notes and coins are not generally accepted in the UK. To assist those travelling, the ATMs at the Sea Terminal, Douglas, and at Isle of Man Airport issue Bank of England notes only. A number of businesses accept euros.
Answer: "
2720,1,"Read the passage and answer the question with True or False.
question: can you restart a heart that has flatlined
passage: Flatline -- When a patient displays a cardiac flatline, the treatment of choice is cardiopulmonary resuscitation and injection of vasopressin (epinephrine and atropine are also possibilities). Successful resuscitation is generally unlikely and is inversely related to the length of time spent attempting resuscitation. Defibrillation is not recommended, despite commonly appearing on medical dramas as a remedy for asystole, but can be used for certain other causes of cardiac arrest.
Answer: "
7072,1,"Read the passage and answer the question with True or False.
question: is there a season 2 of la reina del sur
passage: La Reina del Sur (telenovela) -- On May 11, 2017 Telemundo confirmed that the series would be renewed to a second season. On Monday, May 15, 2017, Telemundo in its programming for the 2017--18 a preview of the series.
Answer: "
4327,1,"Read the passage and answer the question with True or False.
question: does mark sloan die on grey's anatomy
passage: Mark Sloan (Grey's Anatomy) -- In the ninth-season premiere, it is discovered that Mark is on life support due to the extensive injuries he sustained in the plane crash and, as determined by his will, the machines would be turned off if he showed no signs of waking within 30 days. Flashbacks of some moments in Mark's life showcased him being videotaped as he was extending his congratulations to newlyweds Callie and Arizona. At the end of the speech, he declares that Lexie was the one he wanted to grow old and dance with in their granddaughter's wedding. At 5:00 that day, with Derek and Callie keeping vigil at his bedside, the machines were turned off, and Mark Sloan died shortly thereafter. The following episode reveals that he had a surge of good health upon his return to Seattle Grace before ultimately succumbing to his injuries. His 'surge' allowed him enough energy to advise his protégé Jackson, 'when you love someone, tell them', which is believed to be a reflection on the major obstacle of his failed relationship with Lexie. During this momentary energy, Mark also took the opportunity to make a clean break with his girlfriend, Julia, stating that the situation was not fair to her as he had always loved only Lexie. Following his death, Shonda Rhimes muses regarding Mark and Lexie's relationship: '...he and Lexie get to be together in a way. Their love remains true.'' Seattle Grace Mercy West Hospital is later renamed Grey Sloan Memorial Hospital in tribute to Lexie and Mark.
Answer: "
8577,0,"Read the passage and answer the question with True or False.
question: is power the same as type 2 error
passage: Type I and type II errors -- The rate of the type II error is denoted by the Greek letter β (beta) and related to the power of a test (which equals 1−β).
Answer: "
4690,0,"Read the passage and answer the question with True or False.
question: is there an official language for the united states
passage: Languages of the United States -- Many languages are spoken, or historically have been spoken, in the United States. Today over 500 languages are used by the U.S. population. The most commonly used language is English (specifically, American English), which is the de facto national language of the United States. Since the 1965 Immigration Act, Spanish is the second most common language in the country. The United States does not have an official language, but some state governments recognize specific languages. For instance, the state government of Louisiana offers services and documents in French, as does New Mexico in Spanish. There are many languages indigenous to North America or to U.S. states or holdings in the Pacific region. Hawaiian, although having few native speakers, is an official language along with English of the state of Hawaii. Alaska officializes English and twenty native languages.
Answer: "
4302,1,"Read the passage and answer the question with True or False.
question: is hell's kitchen a real place in new york
passage: Hell's Kitchen, Manhattan -- Hell's Kitchen, also known as Clinton, is a neighborhood on the West Side of Midtown Manhattan in New York City. It is traditionally considered to be bordered by 34th Street to the south, 59th Street to the north, Eighth Avenue to the east, and the Hudson River to the west. The area provides transport, medical, and warehouse-infrastructure support to Midtown's business district.
Answer: "
2655,1,"Read the passage and answer the question with True or False.
question: do male and female red pandas look the same
passage: Red panda -- The head and body length of a red panda measures 50 to 64 cm (20 to 25 in), and its tail is 28 to 59 cm (11 to 23 in). Males weigh 3.7 to 6.2 kg (8.2 to 13.7 lb) and females 3 to 6.0 kg (6.6 to 13.2 lb). They have long, soft, reddish-brown fur on the upper parts, blackish fur on the lower parts, and a light face with tear markings and robust cranio-dental features. The light face has white badges similar to those of a raccoon, but each individual can have distinctive markings. Their roundish heads have medium-sized upright ears, black noses, and blackish eyes. Their long, bushy tails with six alternating transverse ochre rings provide balance and excellent camouflage against their habitat of moss- and lichen-covered trees. The legs are black and short with thick fur on the soles of the paws. This fur serves as thermal insulation on snow-covered or icy surfaces and conceals scent glands, which are also present on the anus.
Answer: "
4679,0,"Read the passage and answer the question with True or False.
question: is st john fisher college a catholic college
passage: St. John Fisher College -- St. John Fisher College was founded as a men's college in 1948 by the Basilian Fathers and with the aid of James E. Kearney, then the Bishop of the Roman Catholic Diocese of Rochester. The College became independent in 1968 and coeducational in 1971. Today, Fisher is an independent, liberal arts institution in the Catholic tradition of American higher education.
Answer: "
4041,1,"Read the passage and answer the question with True or False.
question: does dr shepherd die in grey's anatomy
passage: Derek Shepherd -- Derek Christopher Shepherd, M.D., also referred to as ``McDreamy'', is a fictional surgeon from the ABC medical drama Grey's Anatomy, portrayed by actor Patrick Dempsey. He made his first appearance in the pilot episode, ``A Hard Day's Night'', which was broadcast on March 27, 2005. Derek was married to Addison Montgomery (Kate Walsh) for 12 years, before their divorce in 2006. Before his death in 2015, Derek was happily married to his longtime girlfriend and wife Meredith Grey (Ellen Pompeo). The couple have three children together. Shepherd was formerly the Chief of Surgery at Seattle Grace Mercy West (now known as Grey Sloan Memorial Hospital), but abruptly resigned as chief in season 7 following the shooting. For his portrayal of Shepherd, Dempsey was nominated in 2006 and 2007 Golden Globe for the Best Performance by an Actor in a Television Series Drama for the role, and the 2006 SAG Award for the Outstanding Performance by an Actor in a Drama Series.
Answer: "
3826,0,"Read the passage and answer the question with True or False.
question: do you have to put a return address on a letter
passage: Return address -- The return address is not required on postal mail. However, lack of a return address prevents the postal service from being able to return the item if it proves undeliverable; such as from damage, postage due, or invalid destination. Such mail may otherwise become dead letter mail.
Answer: "
3742,1,"Read the passage and answer the question with True or False.
question: was iowa a state during the civil war
passage: Iowa in the American Civil War -- Iowa had become the 29th state in the Union on December 28, 1846, and the state continued to attract many settlers, both native and foreign-born. Only the extreme northwestern part of the state remained a frontier area. With the development in the 1850s of the Illinois Central and the Chicago and North Western Railway, Iowa's fertile fields were linked with Eastern supply depots as the Civil War began. Manufacturing companies in the eastern part of the state, as well as farmers, could readily get their products to the Union army.
Answer: "
6028,1,"Read the passage and answer the question with True or False.
question: did the bomb really go off in grey's anatomy
passage: As We Know It -- Dr. Bailey is in labor, and without her husband Tucker Jones by her side, she refuses to push so she can give birth. George works with Addison to convince Bailey to have the baby. He finally gets through to Bailey by giving her the motivation that she needs, and ultimately he holds her while she delivers the baby. Izzie and Alex have sex again. Chief Richard Webber is under a lot of stress from everything that's been going on, and it is believed that he is having a heart attack, which lures his wife Adele to the hospita(anxiety attack)). Dr. Bailey's husband goes into cardiac arrest. Meredith finally removes the explosive from the patient, and Dylan, the leader of the bomb squad, carries it away. Meredith steps out of the operating room into the hallway, curiously watching Dylan walk away with the explosive, and at that moment, the bomb explodes, killing Dylan and a second bomb squad member. Meredith is knocked unconscious by the explosion. There is a revival of the ``shower scene'' from the first part, but with a more serious tone: the fully clothed Izzie and Cristina wash blood off of a stunned Meredith as George looks on. Dr. Bailey's husband and the man who had the explosive embedded in his body both survive. At the end of the episode, Preston and Derek become friends, overcoming their initial rivalry in the series beginning, and call each other by their first names. Cristina says ``I love you, too'' to a sleeping Preston. Derek comes to visit Meredith and says, ``You almost died today,'' and Meredith tells him that she can't remember their last kiss. Derek recalls the kiss for her, telling her that she ``smelled like some kind of flower,'' which Meredith says was lavender, and then he leaves.
Answer: "
3829,0,"Read the passage and answer the question with True or False.
question: are anglican and church of england the same
passage: Church of England -- The Church of England (C of E) is the state church of England. The Archbishop of Canterbury (currently Justin Welby) is the most senior cleric, although the monarch is the supreme governor. The Church of England is also the mother church of the international Anglican Communion. It traces its history to the Christian church recorded as existing in the Roman province of Britain by the third century, and to the 6th-century Gregorian mission to Kent led by Augustine of Canterbury.
Answer: "
918,1,"Read the passage and answer the question with True or False.
question: is there a toll on the mackinac bridge
passage: Mackinac Bridge -- The Mackinac Bridge is currently a toll bridge on Interstate 75 (I-75). Prior to the coming of I-75, the bridge carried US Highway 27 (US 27). It is one of only three segments of I-75 that are tolled, the others being the American half of the International Bridge near Sault Ste. Marie, Michigan, and Alligator Alley in Florida. The current toll is $4.00 for automobiles and $5.00 per axle for trucks. The Mackinac Bridge Authority raised the toll in 2007 to fund a $300 million renovation program, which would include completely replacing the bridge deck.
Answer: "
2531,0,"Read the passage and answer the question with True or False.
question: is dancing with the stars on british tv
passage: Dancing with the Stars -- Dancing with the Stars is the name of several international television series based on the format of the British TV series Strictly Come Dancing, which is distributed by BBC Worldwide, the commercial arm of the BBC. Currently the format has been licensed to over 42 territories.
Answer: "
7687,0,"Read the passage and answer the question with True or False.
question: can we find the last digit of pi
passage: Pi -- Being an irrational number, π cannot be expressed exactly as a common fraction (equivalently, its decimal representation never ends and never settles into a permanent repeating pattern). Still, fractions such as 22/7 and other rational numbers are commonly used to approximate π. The digits appear to be randomly distributed. In particular, the digit sequence of π is conjectured to satisfy a specific kind of statistical randomness, but to date, no proof of this has been discovered. Also, π is a transcendental number; that is, a number that is not the root of any non-zero polynomial having rational coefficients. This transcendence of π implies that it is impossible to solve the ancient challenge of squaring the circle with a compass and straightedge.
Answer: "
73,1,"Read the passage and answer the question with True or False.
question: is there such a thing as unbreakable glass
passage: Unbreakable glass -- Unbreakable glass is glass, or glass substitute, which does not display the normal fragility of glass - in general the term is not used to refer to something that is absolutely unbreakable.
Answer: "
5799,1,"Read the passage and answer the question with True or False.
question: is ape escape on the loose a remake
passage: Ape Escape (video game) -- Ape Escape was met with critical acclaim from critics, with praise particularly directed at the innovative use of the dual analog controls, as well as the graphics and music; the voice acting received minor criticism. The game is widely considered to be one of the greatest on the PlayStation console, and received several re-releases. The game also spawned numerous sequels and spin-offs, beginning with Ape Escape 2 in 2001. A remake, Ape Escape: On the Loose, was released for the PlayStation Portable in 2005 to mixed reviews.
Answer: "
1379,0,"Read the passage and answer the question with True or False.
question: did dr stevens die on grey's anatomy
passage: Izzie Stevens -- Izzie makes a treatment error that endangers the life of a patient, and is fired from the hospital's surgical program. Believing Alex is partially to blame, she writes him a Dear John letter and leaves. Izzie later learns that Alex was not responsible for her lost job, and returns to make amends with him, but Meredith informs her that Alex is moving on. Izzie informs Alex that she no longer has cancer. Although he is pleased, Alex officially breaks up with Izzie, telling her that he loves her but deserves better. She leaves Seattle to start fresh. Several episodes later, Alex informs Meredith that Izzie sent divorce papers, which he signs in the episode ``How Insensitive''. In the sixth-season finale, Alex is shot and asks for Izzie. Imagining that Meredith's half-sister Lexie (Chyler Leigh) is Izzie, he apologizes and asks her never to leave him again. In the 300th episode, Alex reveals he never found out what happened to Izzie, but envisions a perfect, happy life for her, always smiling, now that he has moved on.
Answer: "
3620,1,"Read the passage and answer the question with True or False.
question: can an ipad mini 2 get ios 10
passage: iPad Mini 2 -- The iPad Mini 2 is the first iPad Mini to support six major versions of iOS, from iOS 7 through iOS 12.
Answer: "
5976,0,"Read the passage and answer the question with True or False.
question: will there ever be a sequel to i am number 4
passage: I Am Number Four (film) -- In 2011, screenwriter Noxon told Collider.com that plans for an imminent sequel were shelved due to the disappointing performance of the first installment at the box office.
Answer: "
8942,1,"Read the passage and answer the question with True or False.
question: is there an i am number four sequel
passage: Lorien Legacies -- I Am Number Four is the first book in the Lorien Legacies series. It introduces readers to the Loric, an almost extinct race of extraterrestrials represented by nine teenagers living on Earth. Another alien race, the Mogadorians, wiped out the majority of the Loric, except those who escaped to Earth. Now the Mogadorians have come to finish the job. John ended up befriending a young man named Sam Goode, whose father had helped the Loriens when they first arrived, who has now mysteriously disappered. Then John laid his eyes on Sarah Hart a beautiful girl who has been taking photos and posting them on her website ``Strangers In Paradise''. John goes home to find the website and saw a few pictures of him and then disappear.Deleted. John then ended up going out with sarah for the remainder of the book. John and sarah end up at the high school and then find out that the Mogs have found them. John tries to get himself and Sarah out of harms way when Number Six comes out of nowhere and kills two mogs in a matter of seconds. John thanks her then they work their way through the school, killing the mog commander sent after him. The school is half destroyed, reduced to a massive pile of rubble, the football field has a massive crater in the center and then John, Six, Henri (He died earlier on), and Sam being a possible hostage. The book is told from the perspective of Number Four, also known as John Smith. John is the next target for the Mogadorians, who must kill the Loric in the order of their numbers. John is also inheriting Legacies, the ancestral right of some Loric, and must learn to keep his powers hidden from his human friends.
Answer: "
5922,1,"Read the passage and answer the question with True or False.
question: is there red back spiders in new zealand
passage: Redback spider -- The redback spider (Latrodectus hasseltii) is a species of highly venomous spider believed to originate in the South Australian or adjacent Western Australian deserts, but now found throughout Australia, Southeast Asia and New Zealand, with colonies elsewhere outside Australia. It is a member of the cosmopolitan genus Latrodectus, the widow spiders. The adult female is easily recognised by her spherical black body with a prominent red stripe on the upper side of her abdomen and an hourglass-shaped red/orange streak on the underside. Females usually have a body length of about 10 millimetres (0.4 in), while the male is much smaller, being only 3--4 mm (0.12--0.16 in) long.
Answer: "
5239,1,"Read the passage and answer the question with True or False.
question: are the mortal instruments and infernal devices connected
passage: The Infernal Devices -- The Infernal Devices is a series of novels by author Cassandra Clare, centering on a race called the Shadowhunters introduced in her The Mortal Instruments series. The series is a prequel series to the Mortal Instruments series, and contains some of the character's ancestors. Clare has insisted that the two series can be read in either order.
Answer: "
4016,1,"Read the passage and answer the question with True or False.
question: has there been a school shooting at a private school
passage: List of school shootings in the United States -- This article lists in chronology and provides additional details of incidents in which a firearm was discharged at a school infrastructure or campus in the United States, including incidents of shootings on a school bus. This list contains school shooting incidents that occurred on the campuses of K-12 public schools and private schools as well as colleges and universities. It excludes incidents that occurred during wars or police actions as well as murder-suicides by rejected suitors or estranged spouses and suicides or suicide attempts involving only one person. Mass shootings by staff of schools that involve only other employees are covered at workplace killings. This list does not include bombings such as the Bath School disaster.
Answer: "
6193,1,"Read the passage and answer the question with True or False.
question: is disney springs what used to be downtown disney
passage: Disney Springs -- Disney Springs (previously known as Lake Buena Vista Shopping Village in 1975, Walt Disney World Village in 1977, Disney Village Marketplace in 1989, and Downtown Disney in 1997) is an outdoor shopping, dining, and entertainment complex at the Walt Disney World Resort in Bay Lake, Florida, near Orlando. The complex opened on March 22, 1975, and has been expanded and renamed at other times over the years, until 2013, when plans were announced for a three-year renovation and expansion of the complex, and on September 29, 2015, the name officially changed to Disney Springs.
Answer: "
3120,0,"Read the passage and answer the question with True or False.
question: is money from jersey legal tender in uk
passage: Jersey pound -- Both Jersey and Bank of England notes are legal tender in Jersey and circulate together, alongside the Guernsey pound and Scottish banknotes. The Jersey notes are not legal tender in the United Kingdom but are legal currency, so creditors and traders may accept them if they so choose.
Answer: "
128,1,"Read the passage and answer the question with True or False.
question: did austria qualify for the world cup 2018
passage: 2018 FIFA World Cup qualification – UEFA Group D -- The 2018 FIFA World Cup qualification UEFA Group D was one of the nine UEFA groups for 2018 FIFA World Cup qualification. The group consisted of six teams: Wales, Austria, Serbia, Republic of Ireland, Moldova, and Georgia.
Answer: "
1812,1,"Read the passage and answer the question with True or False.
question: is there taco bell on the east coast
passage: Taco Bell -- Taco Bell began experimenting with fast-casual and urban concepts when it created U.S. Taco Co. and Urban Taproom in 2014. The menu consists of tacos with American fillings, and did not sell food sold in Taco Bell restaurants such as burritos. It was launched in Huntington Beach, California in August 2014. U.S. Taco Co. closed on September 15, 2015 so the company could focus on its new similar Taco Bell Cantina concept, which featured special menu items and served alcohol. It opened its first location a few days later in Chicago's Wicker Park neighborhood, followed by a location in San Francisco about a month later, located less than a block away from AT&T Park. In 2016, Taco Bell launched the Taco Bell Catina flagship store located on the Las Vegas strip. This 24-hour restaurant hosts a variety of unique features including alcohol, new menu items, and a DJ. It was announced in August 2017 that the store would begin hosting weddings. Taco Bell Cantina currently has locations in San Francisco, Berkeley, Chicago (2 locations), Las Vegas, Austin, Fayetteville, Cincinnati, Cleveland, Atlanta, Newport Beach, and plans to open soon in Somerville, MA.
Answer: "
661,0,"Read the passage and answer the question with True or False.
question: is stitch the movie the same as lilo and stitch
passage: Stitch! The Movie -- Stitch! The Movie is an American direct-to-video animated science fiction comedy film in the Lilo & Stitch franchise, released on August 26, 2003. Although it follows the events of the first film (and, by extension, the 2005 direct-to-video sequel Lilo & Stitch 2: Stitch Has a Glitch), it is often considered more of a backdoor pilot for the spin-off series Lilo & Stitch: The Series. The story is an introduction to Dr. Jumba Jookiba's 625 experiments (made prior to Stitch) that he created with the financing of Dr. Jacques von Hämsterviel. The film was produced by Walt Disney Pictures and Walt Disney Television Animation, with animation done by Rough Draft Korea and Starburst Animation.
Answer: "
8364,1,"Read the passage and answer the question with True or False.
question: does northern line stop at tottenham court road
passage: Tottenham Court Road tube station -- Tottenham Court Road is a London Underground and future Elizabeth line station in St Giles, West End of London. It is served by the Central line and the Charing Cross branch of the Northern line. The station will also be served by the Elizabeth Line when it opens in 2018.
Answer: "
3510,1,"Read the passage and answer the question with True or False.
question: is there a disease that makes you not feel pain
passage: Congenital insensitivity to pain -- Congenital insensitivity to pain (CIP), also known as congenital analgesia, is one or more rare conditions in which a person cannot feel (and has never felt) physical pain. The conditions described here are separate from the HSAN group of disorders, which have more specific signs and cause. Because feeling physical pain is vital for survival, CIP is an extremely dangerous condition. It is common for people with the condition to die in childhood due to injuries or illnesses going unnoticed. Burn injuries are among the more common injuries.
Answer: "
4267,0,"Read the passage and answer the question with True or False.
question: can puerto rico vote in the presidential elections
passage: Federal voting rights in Puerto Rico -- Voting rights of United States citizens in Puerto Rico, like the voting rights of residents of other United States territories, differ from those of United States citizens in each of the fifty states and the District of Columbia. Residents of Puerto Rico and other U.S. territories do not have voting representation in the United States Congress, and are not entitled to electoral votes for President. The United States Constitution grants congressional voting representation to U.S. states, which Puerto Rico and other U.S. territories are not, specifying that members of Congress shall be elected by direct popular vote and that the President and the Vice President shall be elected by electors chosen by the States.
Answer: "
1022,1,"Read the passage and answer the question with True or False.
question: is there any difference between sister chromatids and homologous pairs of chromosomes
passage: Homologous chromosome -- Since homologous chromosomes are not identical and do not originate from the same organism, they are different from sister chromatids. Sister chromatids result after DNA replication has occurred, and thus are identical, side-by-side duplicates of each other.
Answer: "
7877,1,"Read the passage and answer the question with True or False.
question: does the metro north go to middletown ny
passage: Middletown–Town of Wallkill station -- The Middletown--Town of Walkill Metro-North station, often just referred to as the Middletown station, serves the residents of Middletown and Town of Wallkill in Orange County, New York. Service is to Hoboken, 71.9 miles (116 km) via the Port Jervis Line; travel time is an hour and 40 minutes. Like all Port Jervis Line stations, this station serves commuters from a wide area. Many commuters use nearby NY 17 to reach the station from communities in Sullivan County such as Wurtsboro and Monticello. Two trains end at this station on weekdays, with one Hoboken-bound train departing Middletown as well.
Answer: "
7530,0,"Read the passage and answer the question with True or False.
question: is massachusetts institute of technology an ivy league school
passage: Ivy League -- The Ivy League is a collegiate athletic conference comprising sports teams from eight private institutions of higher education in the Northeastern United States. The conference name is also commonly used to refer to those eight schools as a group beyond the sports context. The eight institutions are Brown University, Columbia University, Cornell University, Dartmouth College, Harvard University, the University of Pennsylvania, Princeton University, and Yale University. The term Ivy League has connotations of academic excellence, selectivity in admissions, and social elitism.
Answer: "
2928,0,"Read the passage and answer the question with True or False.
question: is your height the same as your arm span
passage: Arm span -- Arm span or reach (sometimes referred to as wingspan) is the physical measurement of the length from one end of an individual's arms (measured at the fingertips) to the other when raised parallel to the ground at shoulder height at a 90° angle. The average reach correlates to the person's height. Age and sex have to be taken into account to best predict height from arm span.
Answer: "
7492,1,"Read the passage and answer the question with True or False.
question: did the boston tea party lead to the american revolution
passage: Boston Tea Party -- They boarded the ships and threw the chests of tea into Boston Harbor. The British government responded harshly and the episode escalated into the American Revolution. The Tea Party became an iconic event of American history, and since then other political protests such as the Tea Party movement have referred to themselves as historical successors to the Boston protest of 1773.
Answer: "
9229,0,"Read the passage and answer the question with True or False.
question: has vancouver canucks ever won the stanley cup
passage: Vancouver Canucks -- The Canucks joined the league in 1970 as an expansion team along with the Buffalo Sabres. In its NHL history, the team has advanced to the Stanley Cup Finals three times, losing to the New York Islanders in 1982, the New York Rangers in 1994 and the Boston Bruins in 2011. They have won the Presidents' Trophy in back-to-back seasons as the team with the league's best regular season record in the 2010--11 and 2011--12 seasons. They won three division titles as a member of the Smythe Division from 1974 to 1993, and seven titles as a member of the Northwest Division from 1998 to 2013.
Answer: "
8630,1,"Read the passage and answer the question with True or False.
question: is american general life insurance part of aig
passage: American International Group -- The early 2000s saw a marked period of growth as AIG acquired American General Corporation, a leading domestic life insurance and annuities provider, and AIG entered new markets including India. In February 2000, AIG created a strategic advisory venture team with the Blackstone Group and Kissinger Associates ``to provide financial advisory services to corporations seeking high level independent strategic advice.'' AIG was an investor in Blackstone from 1998 to March 2012, when it sold all of its shares in the company. Blackstone acted as an adviser for AIG during the 2007-2008 financial crisis.
Answer: "
2296,1,"Read the passage and answer the question with True or False.
question: is there a prequel to alice through the looking glass
passage: Alice Through the Looking Glass (2016 film) -- Alice Through the Looking Glass is a 2016 American fantasy adventure film directed by James Bobin, written by Linda Woolverton and produced by Tim Burton, Joe Roth, Suzanne Todd, and Jennifer Todd. It is based on the characters created by Lewis Carroll and is the sequel to the 2010 film Alice in Wonderland. The film stars Johnny Depp, Anne Hathaway, Mia Wasikowska, Matt Lucas, Rhys Ifans, Helena Bonham Carter, and Sacha Baron Cohen and features the voices of Stephen Fry, Michael Sheen, Timothy Spall, and Alan Rickman.
Answer: "
2825,1,"Read the passage and answer the question with True or False.
question: b) are consumers in australia protected from misleading information
passage: Misleading or deceptive conduct -- The doctrine aims primarily to provide consumer protection by preventing businesses from misleading their customers. However, it extends to all situations in the course of trade or commerce. A range of remedies are available in the event of misleading or deceptive conduct.
Answer: "
7112,1,"Read the passage and answer the question with True or False.
question: are there any national parks in new york state
passage: List of National Park System areas in New York -- New York has 24 areas included in the United States' National Park Service (NPS) system. The NPS administers the nation's flagship national parks, none of which are in New York, and additional natural or historic parks and other sites.
Answer: "
5601,1,"Read the passage and answer the question with True or False.
question: is hawaii five-0 filmed in hawaii
passage: Hawaii Five-0 (2010 TV series) -- On May 17, 2010, the Hawaii Five-O remake was picked up by CBS, which scheduled it for Monday nights in the 10--11 p.m. time slot. The news was good for the state of Hawaii, which hoped that the remake would pump new life into the economy. Production of the remainder of the first season started in June 2010. On June 24, 2010, the producers announced that it would use the warehouse at the former Honolulu Advertiser building as the official soundstage studio for the series starting in July 2010. Exteriors representing Five-0 headquarters in the series are located at the Ali'iolani Hale in Honolulu, directly across the street from Iolani Palace, which represented Five-O headquarters in the original series.
Answer: "
4378,1,"Read the passage and answer the question with True or False.
question: except for​ opossums it is hard to find marsupials in the western hemisphere
passage: Marsupial -- Marsupials represent the clade originating from the last common ancestor of extant metatherians. Like other mammals in the Metatheria, they give birth to relatively undeveloped young that often reside in a pouch located on their mothers' abdomen for a certain amount of time. Close to 70% of the 334 extant species occur on the Australian continent (the mainland, Tasmania, New Guinea and nearby islands). The remaining 100 are found in the Americas -- primarily in South America, but thirteen in Central America, and one in North America, north of Mexico.
Answer: "
6010,0,"Read the passage and answer the question with True or False.
question: is the amygdala part of the sympathetic nervous system
passage: Amygdala -- The amygdala (plural: amygdalae; /əˈmɪɡdələ/; also corpus amygdaloideum; Latin from Greek, ἀμυγδαλή, amygdalē, 'almond', 'tonsil') is one of two almond-shaped groups of nuclei located deep and medially within the temporal lobes of the brain in complex vertebrates, including humans. Shown in research to perform a primary role in the processing of memory, decision-making, and emotional reactions, the amygdalae are considered part of the limbic system.
Answer: "
2877,1,"Read the passage and answer the question with True or False.
question: will warm water freeze quicker than cold water
passage: Mpemba effect -- The Mpemba effect is a process in which hot water can freeze faster than cold water. The phenomenon is temperature-dependent. There is disagreement about the parameters required to produce the effect and about its theoretical basis.
Answer: "
